notebook;Arno;Plaza Sul;2/1/2022;31;2418.047008400928
notebook;Arno;Center Norte;2/1/2022;31;2418.047008400928
notebook;Arno;Light;2/1/2022;31;2418.047008400928
geladeira;Panasonic;Plaza Sul;2/1/2022;14;451.5044074170622
geladeira;Panasonic;Center Norte;2/1/2022;14;451.5044074170622
geladeira;Panasonic;Light;2/1/2022;14;451.5044074170622
pipoqueira;Asus;Plaza Sul;2/1/2022;97;1283.4030653310342
pipoqueira;Asus;Center Norte;2/1/2022;97;1283.4030653310342
pipoqueira;Asus;Light;2/1/2022;97;1283.4030653310342
pipoqueira;samsung;Plaza Sul;2/1/2022;24;3339.708507778005
pipoqueira;samsung;Center Norte;2/1/2022;24;3339.708507778005
pipoqueira;samsung;Light;2/1/2022;24;3339.708507778005
pipoqueira;Asus;Plaza Sul;2/1/2022;30;2361.085141337637
pipoqueira;Asus;Center Norte;2/1/2022;30;2361.085141337637
pipoqueira;Asus;Light;2/1/2022;30;2361.085141337637
celular;Xiaomi;Plaza Sul;2/1/2022;27;3297.335556922834
celular;Xiaomi;Center Norte;2/1/2022;27;3297.335556922834
celular;Xiaomi;Light;2/1/2022;27;3297.335556922834
pipoqueira;Asus;Plaza Sul;2/1/2022;35;3259.7709410207813
pipoqueira;Asus;Center Norte;2/1/2022;35;3259.7709410207813
pipoqueira;Asus;Light;2/1/2022;35;3259.7709410207813
notebook;Panasonic;Plaza Sul;2/1/2022;67;438.83942129476725
notebook;Panasonic;Center Norte;2/1/2022;67;438.83942129476725
notebook;Panasonic;Light;2/1/2022;67;438.83942129476725
geladeira;LG;Plaza Sul;2/1/2022;91;2081.783399903576
geladeira;LG;Center Norte;2/1/2022;91;2081.783399903576
geladeira;LG;Light;2/1/2022;91;2081.783399903576
notebook;Arno;Plaza Sul;3/1/2022;33;3247.8320358065084
notebook;Arno;Center Norte;3/1/2022;33;3247.8320358065084
notebook;Arno;Light;3/1/2022;33;3247.8320358065084
pipoqueira;samsung;Plaza Sul;3/1/2022;13;1825.1533295101153
pipoqueira;samsung;Center Norte;3/1/2022;13;1825.1533295101153
pipoqueira;samsung;Light;3/1/2022;13;1825.1533295101153
pipoqueira;Brastemp;Plaza Sul;3/1/2022;70;2659.30389224124
pipoqueira;Brastemp;Center Norte;3/1/2022;70;2659.30389224124
pipoqueira;Brastemp;Light;3/1/2022;70;2659.30389224124
celular;LG;Plaza Sul;3/1/2022;87;226.44227348225732
celular;LG;Center Norte;3/1/2022;87;226.44227348225732
celular;LG;Light;3/1/2022;87;226.44227348225732
pipoqueira;Asus;Plaza Sul;3/1/2022;84;3289.2685775384684
pipoqueira;Asus;Center Norte;3/1/2022;84;3289.2685775384684
pipoqueira;Asus;Light;3/1/2022;84;3289.2685775384684
geladeira;Acer;Plaza Sul;3/1/2022;85;2375.736621646153
geladeira;Acer;Center Norte;3/1/2022;85;2375.736621646153
geladeira;Acer;Light;3/1/2022;85;2375.736621646153
geladeira;Asus;Plaza Sul;3/1/2022;61;1664.8368370922103
geladeira;Asus;Center Norte;3/1/2022;61;1664.8368370922103
geladeira;Asus;Light;3/1/2022;61;1664.8368370922103
celular;Acer;Plaza Sul;3/1/2022;30;2783.2692508685477
celular;Acer;Center Norte;3/1/2022;30;2783.2692508685477
celular;Acer;Light;3/1/2022;30;2783.2692508685477
celular;Arno;Plaza Sul;3/1/2022;81;2830.330429842376
celular;Arno;Center Norte;3/1/2022;81;2830.330429842376
celular;Arno;Light;3/1/2022;81;2830.330429842376
celular;Arno;Plaza Sul;4/1/2022;49;1823.6159513407335
celular;Arno;Center Norte;4/1/2022;49;1823.6159513407335
celular;Arno;Light;4/1/2022;49;1823.6159513407335
geladeira;Asus;Plaza Sul;4/1/2022;57;2227.9590561654136
geladeira;Asus;Center Norte;4/1/2022;57;2227.9590561654136
geladeira;Asus;Light;4/1/2022;57;2227.9590561654136
TV;Arno;Plaza Sul;4/1/2022;50;1550.6857236366707
TV;Arno;Center Norte;4/1/2022;50;1550.6857236366707
TV;Arno;Light;4/1/2022;50;1550.6857236366707
celular;LG;Plaza Sul;4/1/2022;63;1220.8392259006855
celular;LG;Center Norte;4/1/2022;63;1220.8392259006855
celular;LG;Light;4/1/2022;63;1220.8392259006855
notebook;LG;Plaza Sul;4/1/2022;28;673.8272034732828
notebook;LG;Center Norte;4/1/2022;28;673.8272034732828
notebook;LG;Light;4/1/2022;28;673.8272034732828
lava-roupa;Brastemp;Plaza Sul;4/1/2022;69;3895.5011774289187
lava-roupa;Brastemp;Center Norte;4/1/2022;69;3895.5011774289187
lava-roupa;Brastemp;Light;4/1/2022;69;3895.5011774289187
geladeira;Asus;Plaza Sul;4/1/2022;59;1103.1343191344956
geladeira;Asus;Center Norte;4/1/2022;59;1103.1343191344956
geladeira;Asus;Light;4/1/2022;59;1103.1343191344956
celular;Panasonic;Plaza Sul;4/1/2022;26;584.7855876899098
celular;Panasonic;Center Norte;4/1/2022;26;584.7855876899098
celular;Panasonic;Light;4/1/2022;26;584.7855876899098
celular;LG;Plaza Sul;4/1/2022;47;1751.5587697728424
celular;LG;Center Norte;4/1/2022;47;1751.5587697728424
celular;LG;Light;4/1/2022;47;1751.5587697728424
celular;samsung;Plaza Sul;5/1/2022;6;2872.320514002014
celular;samsung;Center Norte;5/1/2022;6;2872.320514002014
celular;samsung;Light;5/1/2022;6;2872.320514002014
pipoqueira;samsung;Plaza Sul;5/1/2022;10;2991.32692074624
pipoqueira;samsung;Center Norte;5/1/2022;10;2991.32692074624
pipoqueira;samsung;Light;5/1/2022;10;2991.32692074624
geladeira;Asus;Plaza Sul;5/1/2022;9;3743.635918881711
geladeira;Asus;Center Norte;5/1/2022;9;3743.635918881711
geladeira;Asus;Light;5/1/2022;9;3743.635918881711
geladeira;Arno;Plaza Sul;5/1/2022;65;3075.5514335809225
geladeira;Arno;Center Norte;5/1/2022;65;3075.5514335809225
geladeira;Arno;Light;5/1/2022;65;3075.5514335809225
celular;LG;Plaza Sul;5/1/2022;35;2812.9107692958264
celular;LG;Center Norte;5/1/2022;35;2812.9107692958264
celular;LG;Light;5/1/2022;35;2812.9107692958264
notebook;Brastemp;Plaza Sul;5/1/2022;43;78.18866169290439
notebook;Brastemp;Center Norte;5/1/2022;43;78.18866169290439
notebook;Brastemp;Light;5/1/2022;43;78.18866169290439
celular;Panasonic;Plaza Sul;5/1/2022;98;3676.358621177909
celular;Panasonic;Center Norte;5/1/2022;98;3676.358621177909
celular;Panasonic;Light;5/1/2022;98;3676.358621177909
pipoqueira;samsung;Plaza Sul;5/1/2022;23;3540.2593393961442
pipoqueira;samsung;Center Norte;5/1/2022;23;3540.2593393961442
pipoqueira;samsung;Light;5/1/2022;23;3540.2593393961442
TV;Arno;Plaza Sul;5/1/2022;62;2620.9066970205045
TV;Arno;Center Norte;5/1/2022;62;2620.9066970205045
TV;Arno;Light;5/1/2022;62;2620.9066970205045
pipoqueira;Asus;Plaza Sul;6/1/2022;9;368.0526690494439
pipoqueira;Asus;Center Norte;6/1/2022;9;368.0526690494439
pipoqueira;Asus;Light;6/1/2022;9;368.0526690494439
lava-roupa;Xiaomi;Plaza Sul;6/1/2022;62;1015.5243368835233
lava-roupa;Xiaomi;Center Norte;6/1/2022;62;1015.5243368835233
lava-roupa;Xiaomi;Light;6/1/2022;62;1015.5243368835233
geladeira;samsung;Plaza Sul;6/1/2022;40;1088.0628731360744
geladeira;samsung;Center Norte;6/1/2022;40;1088.0628731360744
geladeira;samsung;Light;6/1/2022;40;1088.0628731360744
TV;Panasonic;Plaza Sul;6/1/2022;92;973.4668170416119
TV;Panasonic;Center Norte;6/1/2022;92;973.4668170416119
TV;Panasonic;Light;6/1/2022;92;973.4668170416119
celular;Acer;Plaza Sul;6/1/2022;62;1279.8318675084195
celular;Acer;Center Norte;6/1/2022;62;1279.8318675084195
celular;Acer;Light;6/1/2022;62;1279.8318675084195
celular;LG;Plaza Sul;6/1/2022;6;3406.6419014869693
celular;LG;Center Norte;6/1/2022;6;3406.6419014869693
celular;LG;Light;6/1/2022;6;3406.6419014869693
pipoqueira;Xiaomi;Plaza Sul;6/1/2022;40;3825.4236141419483
pipoqueira;Xiaomi;Center Norte;6/1/2022;40;3825.4236141419483
pipoqueira;Xiaomi;Light;6/1/2022;40;3825.4236141419483
celular;Arno;Plaza Sul;6/1/2022;22;1073.2614042280647
celular;Arno;Center Norte;6/1/2022;22;1073.2614042280647
celular;Arno;Light;6/1/2022;22;1073.2614042280647
geladeira;Acer;Plaza Sul;6/1/2022;54;2736.4245790131436
geladeira;Acer;Center Norte;6/1/2022;54;2736.4245790131436
geladeira;Acer;Light;6/1/2022;54;2736.4245790131436
lava-roupa;Acer;Plaza Sul;7/1/2022;37;223.93355875304445
lava-roupa;Acer;Center Norte;7/1/2022;37;223.93355875304445
lava-roupa;Acer;Light;7/1/2022;37;223.93355875304445
lava-roupa;Panasonic;Plaza Sul;7/1/2022;62;71.47470796185695
lava-roupa;Panasonic;Center Norte;7/1/2022;62;71.47470796185695
lava-roupa;Panasonic;Light;7/1/2022;62;71.47470796185695
pipoqueira;Asus;Plaza Sul;7/1/2022;16;1811.0842270314408
pipoqueira;Asus;Center Norte;7/1/2022;16;1811.0842270314408
pipoqueira;Asus;Light;7/1/2022;16;1811.0842270314408
TV;samsung;Plaza Sul;7/1/2022;89;3195.464628798815
TV;samsung;Center Norte;7/1/2022;89;3195.464628798815
TV;samsung;Light;7/1/2022;89;3195.464628798815
TV;Xiaomi;Plaza Sul;7/1/2022;51;816.1832841887745
TV;Xiaomi;Center Norte;7/1/2022;51;816.1832841887745
TV;Xiaomi;Light;7/1/2022;51;816.1832841887745
notebook;Arno;Plaza Sul;7/1/2022;13;1726.1137874691412
notebook;Arno;Center Norte;7/1/2022;13;1726.1137874691412
notebook;Arno;Light;7/1/2022;13;1726.1137874691412
celular;Acer;Plaza Sul;7/1/2022;48;1395.18107810956
celular;Acer;Center Norte;7/1/2022;48;1395.18107810956
celular;Acer;Light;7/1/2022;48;1395.18107810956
TV;samsung;Plaza Sul;7/1/2022;55;1900.9268262430737
TV;samsung;Center Norte;7/1/2022;55;1900.9268262430737
TV;samsung;Light;7/1/2022;55;1900.9268262430737
lava-roupa;Arno;Plaza Sul;7/1/2022;24;1816.1845349326607
lava-roupa;Arno;Center Norte;7/1/2022;24;1816.1845349326607
lava-roupa;Arno;Light;7/1/2022;24;1816.1845349326607
geladeira;Asus;Plaza Sul;8/1/2022;57;3381.9411200685486
geladeira;Asus;Center Norte;8/1/2022;57;3381.9411200685486
geladeira;Asus;Light;8/1/2022;57;3381.9411200685486
geladeira;Xiaomi;Plaza Sul;8/1/2022;44;343.5808141806742
geladeira;Xiaomi;Center Norte;8/1/2022;44;343.5808141806742
geladeira;Xiaomi;Light;8/1/2022;44;343.5808141806742
celular;Arno;Plaza Sul;8/1/2022;9;175.996521803075
celular;Arno;Center Norte;8/1/2022;9;175.996521803075
celular;Arno;Light;8/1/2022;9;175.996521803075
lava-roupa;Brastemp;Plaza Sul;8/1/2022;30;744.5672930604696
lava-roupa;Brastemp;Center Norte;8/1/2022;30;744.5672930604696
lava-roupa;Brastemp;Light;8/1/2022;30;744.5672930604696
celular;LG;Plaza Sul;8/1/2022;98;1266.454606065488
celular;LG;Center Norte;8/1/2022;98;1266.454606065488
celular;LG;Light;8/1/2022;98;1266.454606065488
pipoqueira;Brastemp;Plaza Sul;8/1/2022;43;1114.3145072143948
pipoqueira;Brastemp;Center Norte;8/1/2022;43;1114.3145072143948
pipoqueira;Brastemp;Light;8/1/2022;43;1114.3145072143948
pipoqueira;Acer;Plaza Sul;8/1/2022;84;2218.4823678287453
pipoqueira;Acer;Center Norte;8/1/2022;84;2218.4823678287453
pipoqueira;Acer;Light;8/1/2022;84;2218.4823678287453
pipoqueira;Brastemp;Plaza Sul;8/1/2022;24;1240.2257226752877
pipoqueira;Brastemp;Center Norte;8/1/2022;24;1240.2257226752877
pipoqueira;Brastemp;Light;8/1/2022;24;1240.2257226752877
celular;Arno;Plaza Sul;8/1/2022;85;2733.7917799297957
celular;Arno;Center Norte;8/1/2022;85;2733.7917799297957
celular;Arno;Light;8/1/2022;85;2733.7917799297957
